,CHROM,BIN_START,BIN_END,N_VARIANTS,PI,Name
12642,NC_044377.1,49060001,49070000,9,0.000152115,Soorni
12643,NC_044377.1,49100001,49110000,8,0.000106667,Soorni
12644,NC_044377.1,49110001,49120000,9,2.23E-05,Soorni
12645,NC_044377.1,49150001,49160000,2,4.01E-06,Soorni
12646,NC_044377.1,49210001,49220000,4,2.59E-05,Soorni
12647,NC_044377.1,49220001,49230000,8,2.63E-05,Soorni
12648,NC_044377.1,49270001,49280000,11,1.98E-05,Soorni
12649,NC_044377.1,49530001,49540000,4,9.16E-06,Soorni
12650,NC_044377.1,49620001,49630000,1,6.88E-07,Soorni
12651,NC_044377.1,49750001,49760000,18,0.000111888,Soorni
12652,NC_044377.1,49810001,49820000,7,6.51E-05,Soorni
12653,NC_044377.1,49880001,49890000,7,1.05E-05,Soorni
12654,NC_044377.1,49900001,49910000,4,4.58E-06,Soorni
12655,NC_044377.1,49940001,49950000,1,1.37E-05,Soorni
12656,NC_044377.1,49980001,49990000,6,7.97E-06,Soorni
12657,NC_044377.1,50120001,50130000,1,8.14E-07,Soorni
12658,NC_044377.1,50190001,50200000,2,5.84E-06,Soorni
12659,NC_044377.1,50200001,50210000,7,2.75E-05,Soorni
12660,NC_044377.1,50310001,50320000,2,1.89E-05,Soorni
12661,NC_044377.1,50610001,50620000,1,5.63E-07,Soorni
12662,NC_044377.1,50800001,50810000,2,2.54E-05,Soorni
12663,NC_044377.1,50960001,50970000,2,1.03E-05,Soorni
12664,NC_044377.1,51190001,51200000,3,1.68E-05,Soorni
12665,NC_044377.1,51290001,51300000,8,0.000100689,Soorni
12666,NC_044377.1,51320001,51330000,7,0.00011356,Soorni
12667,NC_044377.1,51360001,51370000,13,9.51E-05,Soorni
12668,NC_044377.1,51820001,51830000,1,6.66E-07,Soorni
12669,NC_044377.1,51870001,51880000,1,2.00E-06,Soorni
12670,NC_044377.1,52650001,52660000,5,8.25E-06,Soorni
12671,NC_044377.1,52960001,52970000,1,8.19E-07,Soorni
12672,NC_044377.1,52970001,52980000,4,3.64E-05,Soorni
12673,NC_044377.1,52980001,52990000,3,4.97E-05,Soorni
12674,NC_044377.1,53000001,53010000,3,2.92E-05,Soorni
12675,NC_044377.1,53220001,53230000,4,2.06E-05,Soorni
12676,NC_044377.1,53240001,53250000,5,5.88E-05,Soorni
12677,NC_044377.1,53440001,53450000,4,5.95E-05,Soorni
12678,NC_044377.1,53570001,53580000,2,3.32E-06,Soorni
12679,NC_044377.1,53740001,53750000,2,5.87E-05,Soorni
12680,NC_044377.1,53840001,53850000,4,4.16E-05,Soorni
12681,NC_044377.1,53880001,53890000,2,2.03E-05,Soorni
12682,NC_044377.1,54070001,54080000,11,0.000233469,Soorni
12683,NC_044377.1,54080001,54090000,1,2.42E-05,Soorni
12684,NC_044377.1,54180001,54190000,3,5.38E-05,Soorni
12685,NC_044377.1,54330001,54340000,2,2.87E-05,Soorni
12686,NC_044377.1,55280001,55290000,2,5.47E-06,Soorni
12687,NC_044377.1,55300001,55310000,1,6.37E-06,Soorni
12688,NC_044377.1,55310001,55320000,6,1.26E-05,Soorni
12689,NC_044377.1,55410001,55420000,1,2.34E-05,Soorni
12690,NC_044377.1,55790001,55800000,1,1.11E-05,Soorni
12691,NC_044377.1,55850001,55860000,1,7.40E-06,Soorni
12692,NC_044377.1,55880001,55890000,28,0.000397571,Soorni
12693,NC_044377.1,55970001,55980000,2,6.72E-06,Soorni
12694,NC_044377.1,56160001,56170000,5,8.21E-05,Soorni
12695,NC_044377.1,56230001,56240000,3,1.01E-05,Soorni
12696,NC_044377.1,56780001,56790000,4,5.45E-05,Soorni
12697,NC_044377.1,56950001,56960000,3,3.31E-05,Soorni
12698,NC_044377.1,57010001,57020000,8,8.07E-05,Soorni
12699,NC_044377.1,57460001,57470000,3,1.36E-05,Soorni
12700,NC_044377.1,57510001,57520000,4,1.60E-05,Soorni
12701,NC_044377.1,57540001,57550000,5,2.62E-06,Soorni
12702,NC_044377.1,57580001,57590000,3,4.82E-05,Soorni
12703,NC_044377.1,57600001,57610000,2,1.79E-05,Soorni
12704,NC_044377.1,57890001,57900000,3,2.29E-06,Soorni
12705,NC_044377.1,58390001,58400000,5,3.10E-05,Soorni
12706,NC_044377.1,58540001,58550000,3,5.37E-05,Soorni
12707,NC_044377.1,58640001,58650000,1,1.29E-05,Soorni
12708,NC_044377.1,58670001,58680000,4,1.89E-05,Soorni
12709,NC_044377.1,58720001,58730000,7,1.92E-05,Soorni
12710,NC_044377.1,58890001,58900000,2,4.69E-06,Soorni
12711,NC_044377.1,59130001,59140000,3,1.39E-05,Soorni
12712,NC_044377.1,59620001,59630000,1,8.14E-07,Soorni
12713,NC_044377.1,60070001,60080000,4,1.83E-05,Soorni
12714,NC_044377.1,60120001,60130000,31,0.000278941,Soorni
12715,NC_044377.1,60970001,60980000,4,1.06E-05,Soorni
12716,NC_044377.1,61000001,61010000,3,8.96E-06,Soorni
12717,NC_044377.1,61040001,61050000,5,4.52E-05,Soorni
12718,NC_044377.1,61230001,61240000,16,0.000154898,Soorni
12719,NC_044377.1,61240001,61250000,10,7.97E-05,Soorni
12720,NC_044377.1,61250001,61260000,1,9.39E-07,Soorni
12721,NC_044377.1,61270001,61280000,5,1.71E-05,Soorni
12722,NC_044377.1,61300001,61310000,1,4.12E-06,Soorni
12723,NC_044377.1,61310001,61320000,2,3.06E-05,Soorni
12724,NC_044377.1,61320001,61330000,10,0.000103905,Soorni
12725,NC_044377.1,61360001,61370000,3,1.84E-05,Soorni
12726,NC_044377.1,61370001,61380000,10,6.20E-05,Soorni
12727,NC_044377.1,61380001,61390000,6,9.63E-05,Soorni
12728,NC_044377.1,61410001,61420000,1,4.55E-07,Soorni
12729,NC_044377.1,61610001,61620000,4,2.31E-05,Soorni
12730,NC_044377.1,61700001,61710000,5,1.43E-05,Soorni
12731,NC_044377.1,61900001,61910000,7,0.000143334,Soorni
12732,NC_044377.1,61980001,61990000,4,5.22E-05,Soorni
12733,NC_044377.1,62100001,62110000,6,3.56E-06,Soorni
12734,NC_044377.1,62110001,62120000,7,1.53E-05,Soorni
12735,NC_044377.1,62140001,62150000,3,3.17E-05,Soorni
12736,NC_044377.1,62240001,62250000,1,1.43E-06,Soorni
12737,NC_044377.1,62290001,62300000,3,2.91E-05,Soorni
12738,NC_044377.1,62370001,62380000,2,4.24E-06,Soorni
12739,NC_044377.1,62410001,62420000,9,0.000122981,Soorni
12740,NC_044377.1,62600001,62610000,2,4.28E-06,Soorni
12741,NC_044377.1,62670001,62680000,7,5.33E-05,Soorni
12742,NC_044377.1,62710001,62720000,2,9.22E-07,Soorni
12743,NC_044377.1,62890001,62900000,14,0.00018578,Soorni
12744,NC_044377.1,63000001,63010000,1,9.62E-07,Soorni
12745,NC_044377.1,63040001,63050000,3,1.39E-05,Soorni
12746,NC_044377.1,63080001,63090000,2,2.57E-05,Soorni
12747,NC_044377.1,63140001,63150000,5,4.95E-05,Soorni
12748,NC_044377.1,63320001,63330000,4,2.89E-05,Soorni
12749,NC_044377.1,63350001,63360000,4,3.50E-05,Soorni
12750,NC_044377.1,63600001,63610000,5,3.78E-05,Soorni
12751,NC_044377.1,63630001,63640000,5,4.26E-05,Soorni
12752,NC_044377.1,63650001,63660000,4,2.59E-05,Soorni
12753,NC_044377.1,63780001,63790000,4,7.36E-05,Soorni
12754,NC_044377.1,63800001,63810000,4,3.21E-05,Soorni
12755,NC_044377.1,63840001,63850000,2,1.76E-05,Soorni
12756,NC_044377.1,64390001,64400000,2,7.12E-06,Soorni
12757,NC_044377.1,64820001,64830000,3,3.11E-05,Soorni
12758,NC_044377.1,64830001,64840000,6,3.26E-05,Soorni
12759,NC_044377.1,64900001,64910000,1,5.03E-06,Soorni
12760,NC_044377.1,64950001,64960000,1,1.12E-06,Soorni
12761,NC_044377.1,65080001,65090000,3,1.37E-05,Soorni
12762,NC_044377.1,65160001,65170000,2,8.59E-06,Soorni
12763,NC_044377.1,65170001,65180000,1,4.55E-07,Soorni
12764,NC_044377.1,65230001,65240000,8,2.98E-05,Soorni
12765,NC_044377.1,65310001,65320000,5,6.28E-05,Soorni
12766,NC_044377.1,65320001,65330000,9,0.000246686,Soorni
12767,NC_044377.1,65330001,65340000,2,5.92E-06,Soorni
12768,NC_044377.1,65390001,65400000,8,3.66E-05,Soorni
12769,NC_044377.1,65490001,65500000,7,8.76E-06,Soorni
12770,NC_044377.1,65570001,65580000,2,1.13E-05,Soorni
12771,NC_044377.1,65780001,65790000,7,3.38E-05,Soorni
12772,NC_044377.1,65790001,65800000,9,3.64E-05,Soorni
12773,NC_044377.1,65800001,65810000,3,2.73E-05,Soorni
12774,NC_044377.1,65820001,65830000,6,0.000115379,Soorni
12775,NC_044377.1,65840001,65850000,3,7.37E-05,Soorni
12776,NC_044377.1,65880001,65890000,4,3.97E-05,Soorni
12777,NC_044377.1,65900001,65910000,11,5.68E-05,Soorni
12778,NC_044377.1,65970001,65980000,24,0.000195009,Soorni
12779,NC_044377.1,66080001,66090000,5,5.09E-05,Soorni
12780,NC_044377.1,66420001,66430000,10,1.57E-05,Soorni
12781,NC_044377.1,66540001,66550000,6,6.26E-05,Soorni
12782,NC_044377.1,66590001,66600000,8,0.000106403,Soorni
12783,NC_044377.1,66660001,66670000,6,6.28E-05,Soorni
12784,NC_044377.1,66670001,66680000,11,0.000117491,Soorni
12785,NC_044377.1,66690001,66700000,4,8.75E-05,Soorni
12786,NC_044377.1,66710001,66720000,2,1.60E-05,Soorni
12787,NC_044377.1,66730001,66740000,1,1.28E-06,Soorni
12788,NC_044377.1,66750001,66760000,2,2.44E-05,Soorni
12789,NC_044377.1,66810001,66820000,5,9.53E-05,Soorni
12790,NC_044377.1,66880001,66890000,1,6.53E-06,Soorni
12791,NC_044377.1,67010001,67020000,2,4.50E-06,Soorni
12792,NC_044377.1,67020001,67030000,6,4.38E-05,Soorni
12793,NC_044377.1,68000001,68010000,1,1.11E-06,Soorni
12794,NC_044377.1,68050001,68060000,5,2.85E-05,Soorni
12795,NC_044377.1,68070001,68080000,4,3.55E-05,Soorni
12796,NC_044377.1,68120001,68130000,2,5.06E-05,Soorni
12797,NC_044377.1,68130001,68140000,20,0.000120177,Soorni
12798,NC_044377.1,68230001,68240000,9,4.01E-05,Soorni
12799,NC_044377.1,68240001,68250000,8,0.000101445,Soorni
12800,NC_044377.1,68380001,68390000,3,1.55E-05,Soorni
12801,NC_044377.1,68390001,68400000,2,9.22E-07,Soorni
12802,NC_044377.1,68400001,68410000,9,3.84E-05,Soorni
12803,NC_044377.1,68710001,68720000,2,1.27E-05,Soorni
12804,NC_044377.1,68760001,68770000,2,2.18E-05,Soorni
12805,NC_044377.1,68780001,68790000,1,2.03E-06,Soorni
12806,NC_044377.1,69090001,69100000,1,3.19E-06,Soorni
12807,NC_044377.1,69110001,69120000,19,0.000358413,Soorni
12808,NC_044377.1,69130001,69140000,2,2.03E-05,Soorni
12809,NC_044377.1,69170001,69180000,8,0.000101647,Soorni
12810,NC_044377.1,69350001,69360000,2,2.34E-05,Soorni
12811,NC_044377.1,69650001,69660000,8,0.000121697,Soorni
12812,NC_044377.1,69660001,69670000,2,2.91E-06,Soorni
12813,NC_044377.1,69670001,69680000,2,8.44E-06,Soorni
12814,NC_044377.1,69760001,69770000,11,4.85E-05,Soorni
12815,NC_044377.1,69810001,69820000,3,6.42E-05,Soorni
12816,NC_044377.1,69820001,69830000,2,8.14E-07,Soorni
12817,NC_044377.1,69910001,69920000,2,4.15E-05,Soorni
12818,NC_044377.1,69950001,69960000,6,5.70E-05,Soorni
12819,NC_044377.1,70220001,70230000,3,1.94E-05,Soorni
12820,NC_044377.1,70260001,70270000,7,7.86E-06,Soorni
12821,NC_044377.1,70280001,70290000,8,4.79E-05,Soorni
12822,NC_044377.1,70330001,70340000,6,3.94E-05,Soorni
12823,NC_044377.1,70340001,70350000,3,6.54E-06,Soorni
12824,NC_044377.1,70410001,70420000,2,1.22E-05,Soorni
12825,NC_044377.1,70820001,70830000,2,2.73E-05,Soorni
12826,NC_044377.1,71020001,71030000,14,0.00013011,Soorni
12827,NC_044377.1,71130001,71140000,2,1.46E-06,Soorni
12828,NC_044377.1,71410001,71420000,6,4.43E-05,Soorni
12829,NC_044377.1,71450001,71460000,1,7.97E-07,Soorni
12830,NC_044377.1,71510001,71520000,2,2.46E-05,Soorni
12831,NC_044377.1,71650001,71660000,4,5.40E-05,Soorni
12832,NC_044377.1,72010001,72020000,4,3.86E-05,Soorni
12833,NC_044377.1,72020001,72030000,2,1.18E-05,Soorni
12834,NC_044377.1,72190001,72200000,1,1.82E-06,Soorni
12835,NC_044377.1,72210001,72220000,1,4.73E-06,Soorni
12836,NC_044377.1,72360001,72370000,2,2.63E-06,Soorni
12837,NC_044377.1,72440001,72450000,7,2.71E-05,Soorni
12838,NC_044377.1,72580001,72590000,2,1.61E-05,Soorni
12839,NC_044377.1,72640001,72650000,5,3.74E-05,Soorni
12840,NC_044377.1,72720001,72730000,6,0.000106887,Soorni
12841,NC_044377.1,72770001,72780000,3,3.68E-05,Soorni
12842,NC_044377.1,72780001,72790000,2,1.01E-05,Soorni
12843,NC_044377.1,72790001,72800000,3,5.34E-05,Soorni
12844,NC_044377.1,72800001,72810000,6,4.27E-05,Soorni
12845,NC_044377.1,72830001,72840000,2,5.51E-06,Soorni
12846,NC_044377.1,72940001,72950000,4,1.35E-05,Soorni
12847,NC_044377.1,72950001,72960000,3,7.62E-05,Soorni
12848,NC_044377.1,72980001,72990000,2,3.64E-06,Soorni
12849,NC_044377.1,72990001,73000000,8,7.35E-05,Soorni
12850,NC_044377.1,73030001,73040000,8,6.79E-05,Soorni
12851,NC_044377.1,73040001,73050000,1,4.98E-06,Soorni
12852,NC_044377.1,73080001,73090000,1,6.88E-07,Soorni
12853,NC_044377.1,73090001,73100000,3,2.41E-05,Soorni
12854,NC_044377.1,73110001,73120000,2,1.82E-05,Soorni
12855,NC_044377.1,73130001,73140000,3,3.47E-06,Soorni
12856,NC_044377.1,73380001,73390000,7,5.07E-05,Soorni
12857,NC_044377.1,73770001,73780000,1,2.77E-05,Soorni
12858,NC_044377.1,73810001,73820000,2,8.08E-06,Soorni
12859,NC_044377.1,73820001,73830000,4,5.50E-05,Soorni
12860,NC_044377.1,74010001,74020000,4,4.99E-05,Soorni
12861,NC_044377.1,74030001,74040000,3,3.64E-05,Soorni
12862,NC_044377.1,74120001,74130000,1,3.94E-06,Soorni
12863,NC_044377.1,74160001,74170000,2,3.43E-06,Soorni
12864,NC_044377.1,74180001,74190000,11,0.000166212,Soorni
12865,NC_044377.1,74270001,74280000,10,5.48E-05,Soorni
12866,NC_044377.1,74290001,74300000,1,8.19E-07,Soorni
12867,NC_044377.1,74300001,74310000,8,4.13E-05,Soorni
12868,NC_044377.1,74310001,74320000,4,5.15E-05,Soorni
12869,NC_044377.1,74320001,74330000,6,3.74E-05,Soorni
12870,NC_044377.1,74380001,74390000,3,1.51E-05,Soorni
12871,NC_044377.1,74390001,74400000,3,1.18E-05,Soorni
12872,NC_044377.1,74400001,74410000,1,1.02E-05,Soorni
12873,NC_044377.1,74470001,74480000,3,2.00E-05,Soorni
12874,NC_044377.1,74490001,74500000,2,1.89E-06,Soorni
12875,NC_044377.1,74530001,74540000,13,0.000123242,Soorni
12876,NC_044377.1,74540001,74550000,3,7.01E-05,Soorni
12877,NC_044377.1,74560001,74570000,1,1.46E-06,Soorni
12878,NC_044377.1,74570001,74580000,15,0.000261631,Soorni
12879,NC_044377.1,74610001,74620000,2,5.21E-06,Soorni
12880,NC_044377.1,74640001,74650000,4,5.72E-05,Soorni
12881,NC_044377.1,74670001,74680000,1,5.63E-07,Soorni
12882,NC_044377.1,74680001,74690000,1,5.63E-07,Soorni
12883,NC_044377.1,74760001,74770000,2,3.66E-05,Soorni
12884,NC_044377.1,74770001,74780000,9,7.39E-05,Soorni
12885,NC_044377.1,74790001,74800000,1,1.41E-06,Soorni
12886,NC_044377.1,74800001,74810000,7,5.97E-05,Soorni
12887,NC_044377.1,74890001,74900000,7,8.93E-05,Soorni
12888,NC_044377.1,75400001,75410000,6,4.95E-05,Soorni
12889,NC_044377.1,75520001,75530000,2,3.19E-06,Soorni
12890,NC_044377.1,75670001,75680000,2,7.17E-06,Soorni
12891,NC_044377.1,75770001,75780000,6,5.87E-05,Soorni
12892,NC_044377.1,75780001,75790000,12,0.000218497,Soorni
12893,NC_044377.1,75820001,75830000,3,8.17E-06,Soorni
12894,NC_044377.1,75840001,75850000,2,8.14E-07,Soorni
12895,NC_044377.1,75850001,75860000,2,2.93E-05,Soorni
12896,NC_044377.1,75860001,75870000,4,8.35E-05,Soorni
12897,NC_044377.1,76100001,76110000,1,5.63E-07,Soorni
12898,NC_044377.1,76330001,76340000,3,2.93E-05,Soorni
12899,NC_044377.1,76380001,76390000,1,1.08E-05,Soorni
12900,NC_044377.1,76390001,76400000,4,7.82E-06,Soorni
12901,NC_044377.1,76400001,76410000,14,0.000215828,Soorni
12902,NC_044377.1,76440001,76450000,2,9.37E-06,Soorni
12903,NC_044377.1,76460001,76470000,2,4.53E-05,Soorni
12904,NC_044377.1,76520001,76530000,1,1.79E-06,Soorni
12905,NC_044377.1,76630001,76640000,10,7.47E-05,Soorni
12906,NC_044377.1,76800001,76810000,2,3.95E-06,Soorni
12907,NC_044377.1,76980001,76990000,7,3.34E-05,Soorni
12908,NC_044377.1,77040001,77050000,5,3.26E-05,Soorni
12909,NC_044377.1,77050001,77060000,1,8.37E-06,Soorni
12910,NC_044377.1,77110001,77120000,6,4.64E-05,Soorni
12911,NC_044377.1,77120001,77130000,2,2.63E-05,Soorni
12912,NC_044377.1,77230001,77240000,7,6.62E-05,Soorni
12913,NC_044377.1,77260001,77270000,10,0.000100074,Soorni
12914,NC_044377.1,77270001,77280000,3,3.10E-05,Soorni
12915,NC_044377.1,77300001,77310000,4,9.10E-06,Soorni
12916,NC_044377.1,77370001,77380000,9,8.69E-05,Soorni
12917,NC_044377.1,77380001,77390000,2,1.84E-05,Soorni
12918,NC_044377.1,77430001,77440000,42,0.000345857,Soorni
12919,NC_044377.1,77450001,77460000,4,1.52E-05,Soorni
12920,NC_044377.1,77460001,77470000,3,4.98E-06,Soorni
12921,NC_044377.1,77700001,77710000,8,7.65E-05,Soorni
12922,NC_044377.1,77720001,77730000,3,1.14E-05,Soorni
12923,NC_044377.1,78080001,78090000,1,3.58E-07,Soorni
12924,NC_044377.1,78120001,78130000,3,5.14E-06,Soorni
12925,NC_044377.1,78130001,78140000,5,6.71E-06,Soorni
12926,NC_044377.1,78140001,78150000,1,8.08E-06,Soorni
12927,NC_044377.1,78150001,78160000,2,2.17E-05,Soorni
12928,NC_044377.1,78160001,78170000,1,5.63E-07,Soorni
12929,NC_044377.1,78180001,78190000,1,1.19E-05,Soorni
12930,NC_044377.1,78210001,78220000,2,2.44E-05,Soorni
12931,NC_044377.1,78250001,78260000,7,9.71E-06,Soorni
12932,NC_044377.1,78280001,78290000,30,0.0002278,Soorni
12933,NC_044377.1,78290001,78300000,3,4.15E-05,Soorni
12934,NC_044377.1,78300001,78310000,5,1.32E-05,Soorni
12935,NC_044377.1,78920001,78930000,2,1.26E-05,Soorni
12936,NC_044377.1,78990001,79000000,6,3.86E-05,Soorni
12937,NC_044377.1,79000001,79010000,5,7.69E-05,Soorni
12938,NC_044377.1,79010001,79020000,5,3.54E-05,Soorni
12939,NC_044377.1,79020001,79030000,9,6.43E-06,Soorni
12940,NC_044377.1,79180001,79190000,7,8.89E-05,Soorni
12941,NC_044377.1,79210001,79220000,2,3.24E-05,Soorni
12942,NC_044377.1,79220001,79230000,2,1.63E-05,Soorni
12943,NC_044377.1,79240001,79250000,6,1.34E-05,Soorni
12944,NC_044377.1,79250001,79260000,2,2.87E-06,Soorni
12945,NC_044377.1,79270001,79280000,3,4.99E-06,Soorni
12946,NC_044378.1,80001,90000,1,3.55E-06,Soorni
12947,NC_044378.1,90001,100000,11,9.06E-05,Soorni
12948,NC_044378.1,100001,110000,9,0.000101745,Soorni
12949,NC_044378.1,110001,120000,2,1.02E-05,Soorni
12950,NC_044378.1,170001,180000,1,1.43E-05,Soorni
12951,NC_044378.1,180001,190000,2,2.53E-05,Soorni
12952,NC_044378.1,210001,220000,1,2.00E-06,Soorni
12953,NC_044378.1,230001,240000,3,1.20E-05,Soorni
12954,NC_044378.1,260001,270000,3,3.00E-05,Soorni
12955,NC_044378.1,270001,280000,11,0.000118268,Soorni
12956,NC_044378.1,280001,290000,2,2.48E-05,Soorni
12957,NC_044378.1,360001,370000,4,2.14E-05,Soorni
12958,NC_044378.1,450001,460000,5,7.44E-06,Soorni
12959,NC_044378.1,460001,470000,8,3.71E-05,Soorni
12960,NC_044378.1,600001,610000,2,3.48E-06,Soorni
12961,NC_044378.1,640001,650000,4,9.44E-05,Soorni
12962,NC_044378.1,660001,670000,1,1.09E-05,Soorni
12963,NC_044378.1,680001,690000,7,6.15E-05,Soorni
12964,NC_044378.1,740001,750000,17,0.000153967,Soorni
12965,NC_044378.1,750001,760000,2,3.11E-05,Soorni
12966,NC_044378.1,800001,810000,6,5.32E-06,Soorni
12967,NC_044378.1,820001,830000,6,5.53E-05,Soorni
12968,NC_044378.1,840001,850000,7,3.53E-05,Soorni
12969,NC_044378.1,860001,870000,1,9.39E-07,Soorni
12970,NC_044378.1,870001,880000,7,9.75E-05,Soorni
12971,NC_044378.1,880001,890000,1,2.17E-05,Soorni
12972,NC_044378.1,900001,910000,8,6.14E-05,Soorni
12973,NC_044378.1,920001,930000,10,0.000133843,Soorni
12974,NC_044378.1,930001,940000,9,0.000104362,Soorni
12975,NC_044378.1,1060001,1070000,3,4.01E-05,Soorni
12976,NC_044378.1,1080001,1090000,4,3.06E-05,Soorni
12977,NC_044378.1,1140001,1150000,2,2.99E-05,Soorni
12978,NC_044378.1,1150001,1160000,1,7.97E-07,Soorni
12979,NC_044378.1,1160001,1170000,1,2.47E-05,Soorni
12980,NC_044378.1,1190001,1200000,2,1.12E-05,Soorni
12981,NC_044378.1,1230001,1240000,7,7.22E-05,Soorni
12982,NC_044378.1,1260001,1270000,3,5.51E-06,Soorni
12983,NC_044378.1,1280001,1290000,2,2.63E-05,Soorni
12984,NC_044378.1,1290001,1300000,3,2.04E-05,Soorni
12985,NC_044378.1,1310001,1320000,7,6.87E-05,Soorni
12986,NC_044378.1,1340001,1350000,6,0.000146595,Soorni
12987,NC_044378.1,1440001,1450000,2,9.33E-06,Soorni
12988,NC_044378.1,1520001,1530000,3,1.90E-05,Soorni
12989,NC_044378.1,1550001,1560000,3,3.02E-05,Soorni
12990,NC_044378.1,1590001,1600000,1,4.78E-06,Soorni
12991,NC_044378.1,1620001,1630000,4,6.51E-05,Soorni
12992,NC_044378.1,1650001,1660000,1,1.28E-06,Soorni
12993,NC_044378.1,1660001,1670000,2,7.62E-06,Soorni
12994,NC_044378.1,1710001,1720000,6,4.84E-05,Soorni
12995,NC_044378.1,1720001,1730000,1,2.49E-06,Soorni
12996,NC_044378.1,1730001,1740000,7,3.39E-05,Soorni
12997,NC_044378.1,1760001,1770000,6,9.24E-06,Soorni
12998,NC_044378.1,1800001,1810000,1,1.30E-05,Soorni
12999,NC_044378.1,1820001,1830000,2,3.64E-05,Soorni
13000,NC_044378.1,1830001,1840000,2,1.58E-05,Soorni
13001,NC_044378.1,1900001,1910000,3,4.14E-06,Soorni
13002,NC_044378.1,1920001,1930000,4,2.16E-05,Soorni
13003,NC_044378.1,1950001,1960000,2,2.89E-05,Soorni
13004,NC_044378.1,1960001,1970000,7,9.85E-05,Soorni
13005,NC_044378.1,2010001,2020000,2,2.20E-06,Soorni
13006,NC_044378.1,2020001,2030000,2,2.18E-06,Soorni
13007,NC_044378.1,2040001,2050000,2,2.71E-05,Soorni
13008,NC_044378.1,2080001,2090000,3,6.71E-05,Soorni
13009,NC_044378.1,2110001,2120000,1,1.82E-06,Soorni
13010,NC_044378.1,2140001,2150000,8,3.47E-05,Soorni
13011,NC_044378.1,2310001,2320000,8,8.59E-05,Soorni
13012,NC_044378.1,2440001,2450000,1,1.55E-05,Soorni
13013,NC_044378.1,2450001,2460000,1,2.49E-06,Soorni
13014,NC_044378.1,2570001,2580000,3,2.48E-05,Soorni
13015,NC_044378.1,2680001,2690000,5,3.16E-05,Soorni
13016,NC_044378.1,2760001,2770000,14,0.00020801,Soorni
13017,NC_044378.1,2840001,2850000,1,1.79E-06,Soorni
13018,NC_044378.1,2930001,2940000,6,5.15E-05,Soorni
13019,NC_044378.1,3010001,3020000,2,3.08E-05,Soorni
13020,NC_044378.1,3040001,3050000,1,2.70E-06,Soorni
13021,NC_044378.1,3060001,3070000,1,4.55E-07,Soorni
13022,NC_044378.1,3110001,3120000,7,6.30E-05,Soorni
13023,NC_044378.1,3160001,3170000,3,8.37E-05,Soorni
13024,NC_044378.1,3300001,3310000,6,5.60E-05,Soorni
13025,NC_044378.1,3390001,3400000,1,6.83E-07,Soorni
13026,NC_044378.1,3400001,3410000,1,2.28E-06,Soorni
13027,NC_044378.1,3420001,3430000,3,2.63E-05,Soorni
13028,NC_044378.1,3430001,3440000,6,8.31E-05,Soorni
13029,NC_044378.1,3440001,3450000,13,8.49E-05,Soorni
13030,NC_044378.1,3450001,3460000,5,4.67E-05,Soorni
13031,NC_044378.1,3480001,3490000,2,2.29E-05,Soorni
13032,NC_044378.1,3540001,3550000,1,2.17E-05,Soorni
13033,NC_044378.1,3550001,3560000,4,3.78E-05,Soorni
13034,NC_044378.1,3650001,3660000,10,7.38E-05,Soorni
13035,NC_044378.1,3660001,3670000,5,4.15E-05,Soorni
13036,NC_044378.1,3670001,3680000,1,3.23E-06,Soorni
13037,NC_044378.1,3780001,3790000,15,0.000163584,Soorni
13038,NC_044378.1,3970001,3980000,1,1.21E-05,Soorni
13039,NC_044378.1,3990001,4000000,2,5.69E-06,Soorni
13040,NC_044378.1,4000001,4010000,3,2.68E-05,Soorni
13041,NC_044378.1,4010001,4020000,3,4.52E-05,Soorni
13042,NC_044378.1,4040001,4050000,4,2.58E-05,Soorni
13043,NC_044378.1,4080001,4090000,6,0.00010405,Soorni
13044,NC_044378.1,4090001,4100000,2,1.96E-05,Soorni
13045,NC_044378.1,4250001,4260000,5,4.88E-05,Soorni
13046,NC_044378.1,4260001,4270000,1,2.29E-05,Soorni
13047,NC_044378.1,4280001,4290000,1,2.33E-05,Soorni
13048,NC_044378.1,4370001,4380000,11,9.41E-05,Soorni
13049,NC_044378.1,4390001,4400000,3,4.41E-05,Soorni
13050,NC_044378.1,4400001,4410000,4,4.62E-05,Soorni
13051,NC_044378.1,4410001,4420000,3,1.54E-05,Soorni
13052,NC_044378.1,4420001,4430000,2,2.66E-06,Soorni
13053,NC_044378.1,4430001,4440000,2,3.07E-06,Soorni
13054,NC_044378.1,4450001,4460000,3,3.48E-05,Soorni
13055,NC_044378.1,4460001,4470000,1,4.55E-07,Soorni
13056,NC_044378.1,4530001,4540000,6,0.000147161,Soorni
13057,NC_044378.1,4540001,4550000,2,1.63E-06,Soorni
13058,NC_044378.1,4550001,4560000,2,3.34E-05,Soorni
13059,NC_044378.1,5890001,5900000,1,5.46E-06,Soorni
13060,NC_044378.1,5920001,5930000,3,2.39E-05,Soorni
13061,NC_044378.1,6280001,6290000,3,4.93E-05,Soorni
13062,NC_044378.1,6290001,6300000,4,3.30E-05,Soorni
13063,NC_044378.1,6320001,6330000,8,5.75E-05,Soorni
13064,NC_044378.1,6330001,6340000,4,2.09E-05,Soorni
13065,NC_044378.1,6400001,6410000,4,4.42E-05,Soorni
13066,NC_044378.1,6420001,6430000,3,6.58E-05,Soorni
13067,NC_044378.1,6440001,6450000,4,4.69E-06,Soorni
